chapter	linenumber	word	n_words	n
Глава 3	1153	он	6833	118
Глава 3	1153	ворует	6833	2
Глава 3	1153	их	6833	8
Глава 3	1153	бездарно	6833	1
Глава 3	1153	какому	6833	1
Глава 3	1153	отцу	6833	1
Глава 3	1153	понравится	6833	2
Глава 3	1153	что	6833	138
Глава 3	1153	его	6833	56
Глава 3	1154	единственная	6833	1
Глава 3	1154	дочь	6833	2
Глава 3	1154	его	6833	56
Глава 3	1154	ненаглядное	6833	1
Глава 3	1154	сокровище	6833	2
Глава 3	1154	якшается	6833	2
Глава 3	1154	с	6833	65
Глава 3	1154	преступником	6833	1
Глава 3	1155	ты	6833	30
Глава 3	1155	что	6833	138
Глава 3	1155	же	6833	31
Глава 3	1155	знакома	6833	1
Глава 3	1155	с	6833	65
Глава 3	1155	этим	6833	5
Глава 3	1155	субъектом	6833	2
Глава 3	1155	спросил	6833	3
Глава 3	1155	он	6833	118
Глава 3	1156	мадлен	6833	24
Глава 3	1156	бассет	6833	27
Глава 3	1156	рассмеялась	6833	1
Глава 3	1156	звонким	6833	1
Глава 3	1156	серебристым	6833	1
Глава 3	1156	смехом	6833	1
Глава 3	1156	из	6833	25
Глава 3	1156	за	6833	22
Глава 3	1156	которого	6833	2
Глава 3	1156	в	6833	171
Глава 3	1157	частности	6833	1
Глава 3	1157	ее	6833	21
Глава 3	1157	не	6833	152
Глава 3	1157	переносят	6833	1
Глава 3	1157	представительницы	6833	1
Глава 3	1157	прекрасного	6833	1
Глава 3	1157	пола	6833	2
Глава 3	1158	еще	6833	21
Глава 3	1158	бы	6833	33
Глава 3	1158	берти	6833	27
Глава 3	1158	вустер	6833	5
Глава 3	1158	мой	6833	5
Глава 3	1158	старый	6833	3
Глава 3	1158	добрый	6833	1
Глава 3	1158	друг	6833	5
Глава 3	1158	я	6833	196
Глава 3	1158	тебе	6833	8
Глава 3	1158	говорила	6833	1
Глава 3	1158	что	6833	138
Глава 3	1158	он	6833	118
Глава 3	1159	сегодня	6833	6
Глава 3	1159	приедет	6833	2
Глава 3	1160	старик	6833	6
Глава 3	1160	бассет	6833	27
Глава 3	1160	видимо	6833	3
Глава 3	1160	не	6833	152
Глава 3	1160	врубился	6833	2
Глава 3	1160	как	6833	73
Глава 3	1160	не	6833	152
Глава 3	1160	врубился	6833	2
Глава 3	1160	судя	6833	1
Глава 3	1160	по	6833	26
Глава 3	1160	всему	6833	3
Глава 3	1160	и	6833	191
Глава 3	1161	спод	6833	23
Глава 3	1162	мистер	6833	2
Глава 3	1162	вустер	6833	5
Глава 3	1162	твой	6833	1
Глава 3	1162	друг	6833	5
Глава 3	1163	конечно	6833	18
Глава 3	1164	но	6833	38
Глава 3	1164	он	6833	118
Глава 3	1164	ворует	6833	2
Глава 3	1164	сумочки	6833	3
Глава 3	1165	и	6833	191
Глава 3	1165	зонты	6833	3
Глава 3	1165	дополнил	6833	1
Глава 3	1165	спод	6833	23
Глава 3	1165	с	6833	65
Глава 3	1165	важным	6833	1
Глава 3	1165	видом	6833	2
Глава 3	1165	ну	6833	22
Глава 3	1165	прямо	6833	5
Глава 3	1165	личный	6833	1
Глава 3	1166	секретарь	6833	1
Глава 3	1166	его	6833	56
Глава 3	1166	величества	6833	1
Глава 3	1166	короля	6833	2
Глава 3	1167	да	6833	26
Глава 3	1167	и	6833	191
Глава 3	1167	зонты	6833	3
Глава 3	1167	подтвердил	6833	2
Глава 3	1167	папаша	6833	2
Глава 3	1167	бассет	6833	27
Глава 3	1167	и	6833	191
Глава 3	1167	к	6833	33
Глава 3	1167	тому	6833	5
Глава 3	1167	же	6833	31
Глава 3	1167	средь	6833	2
Глава 3	1167	бела	6833	1
Глава 3	1168	дня	6833	5
Глава 3	1168	грабит	6833	1
Глава 3	1168	антикварные	6833	1
Глава 3	1168	лавки	6833	1
Глава 3	1169	тут	6833	11
Глава 3	1169	не	6833	152
Глава 3	1169	врубилась	6833	1
Глава 3	1169	мадлен	6833	24
Глава 3	1169	теперь	6833	8
Глава 3	1169	соляными	6833	1
Глава 3	1169	столбами	6833	1
Глава 3	1169	стояли	6833	1
Глава 3	1169	все	6833	49
Глава 3	1169	трое	6833	1
Глава 3	1170	папа	6833	3
Глава 3	1170	ну	6833	22
Глава 3	1170	что	6833	138
Глава 3	1170	ты	6833	30
Глава 3	1170	такое	6833	6
Глава 3	1170	говоришь	6833	3
Глава 3	1171	старик	6833	6
Глава 3	1171	бассет	6833	27
Глава 3	1171	не	6833	152
Глава 3	1171	желал	6833	1
Глава 3	1171	сдаваться	6833	1
Глава 3	1172	говорю	6833	3
Глава 3	1172	тебе	6833	8
Глава 3	1172	он	6833	118
Глава 3	1172	жулик	6833	1
Глава 3	1172	я	6833	196
Глава 3	1172	сам	6833	8
Глава 3	1172	поймал	6833	2
Глава 3	1172	его	6833	56
Глава 3	1172	на	6833	90
Глава 3	1172	месте	6833	4
Глава 3	1172	преступления	6833	3
Глава 3	1173	нет	6833	25
Глава 3	1173	это	6833	44
Глава 3	1173	я	6833	196
Глава 3	1173	поймал	6833	2
Глава 3	1173	его	6833	56
Глава 3	1173	на	6833	90
Глава 3	1173	месте	6833	4
Глава 3	1173	преступления	6833	3
Глава 3	1173	заспорил	6833	1
Глава 3	1173	спод	6833	23
Глава 3	1174	мы	6833	18
Глава 3	1174	оба	6833	2
Глава 3	1174	поймали	6833	3
Глава 3	1174	его	6833	56
Глава 3	1174	на	6833	90
Глава 3	1174	месте	6833	4
Глава 3	1174	преступления	6833	3
Глава 3	1174	великодушно	6833	1
Глава 3	1174	уступил	6833	1
Глава 3	1175	бассет	6833	27
Глава 3	1175	он	6833	118
Глава 3	1175	орудует	6833	1
Глава 3	1175	по	6833	26
Глава 3	1175	всему	6833	3
Глава 3	1175	лондону	6833	1
Глава 3	1175	стоит	6833	4
Глава 3	1175	там	6833	6
Глава 3	1175	появиться	6833	1
Глава 3	1175	как	6833	73
Глава 3	1175	сразу	6833	2
Глава 3	1175	же	6833	31
Глава 3	1176	наткнешься	6833	1
Глава 3	1176	на	6833	90
Глава 3	1176	этого	6833	11
Глава 3	1176	негодяя	6833	1
Глава 3	1176	он	6833	118
Глава 3	1176	у	6833	45
Глава 3	1176	вас	6833	13
Глава 3	1176	или	6833	5
Глава 3	1176	сумочку	6833	1
Глава 3	1176	украдет	6833	1
Глава 3	1176	или	6833	5
Глава 3	1176	зонт	6833	1
Глава 3	1176	а	6833	56
Глава 3	1177	теперь	6833	8
Глава 3	1177	вот	6833	21
Глава 3	1177	объявился	6833	1
Глава 3	1177	в	6833	171
Глава 3	1177	глостерширской	6833	1
Глава 3	1177	глуши	6833	1
Глава 3	1178	какая	6833	5
Глава 3	1178	чепуха	6833	3
Глава 3	1178	возмутилась	6833	1
Глава 3	1178	мадлен	6833	24
Глава 3	1179	нет	6833	25
Глава 3	1179	довольно	6833	4
Глава 3	1179	пора	6833	1
Глава 3	1179	положить	6833	1
Глава 3	1179	конец	6833	1
Глава 3	1179	этому	6833	4
Глава 3	1179	абсурду	6833	1
Глава 3	1179	еще	6833	21
Глава 3	1179	одно	6833	3
Глава 3	1179	слово	6833	2
Глава 3	1179	об	6833	4
Глава 3	1180	украденных	6833	1
Глава 3	1180	сумочках	6833	1
Глава 3	1180	и	6833	191
Глава 3	1180	я	6833	196
Глава 3	1180	за	6833	22
Глава 3	1180	себя	6833	5
Глава 3	1180	не	6833	152
Глава 3	1180	отвечаю	6833	1
Глава 3	1180	конечно	6833	18
Глава 3	1180	никому	6833	1
Глава 3	1180	и	6833	191
Глава 3	1180	в	6833	171
Глава 3	1180	голову	6833	6
Глава 3	1180	не	6833	152
Глава 3	1181	придет	6833	2
Глава 3	1181	что	6833	138
Глава 3	1181	мировой	6833	2
Глава 3	1181	судья	6833	2
Глава 3	1181	способен	6833	3
Глава 3	1181	помнить	6833	1
Глава 3	1181	в	6833	171
Глава 3	1181	подробностях	6833	1
Глава 3	1181	все	6833	49
Глава 3	1181	дела	6833	1
Глава 3	1181	которые	6833	4
Глава 3	1182	он	6833	118
Глава 3	1182	рассматривал	6833	1
Глава 3	1182	и	6833	191
Глава 3	1182	всех	6833	4
Глава 3	1182	нарушителей	6833	1
Глава 3	1182	удивительно	6833	1
Глава 3	1182	что	6833	138
Глава 3	1182	он	6833	118
Глава 3	1182	вообще	6833	3
Глава 3	1183	запоминает	6833	1
Глава 3	1183	их	6833	8
Глава 3	1183	лица	6833	2
Глава 3	1183	однако	6833	6
Глава 3	1183	это	6833	44
Глава 3	1183	не	6833	152
Глава 3	1183	повод	6833	1
Глава 3	1183	проявлять	6833	2
Глава 3	1183	по	6833	26
Глава 3	1183	отношению	6833	1
Глава 3	1183	к	6833	33
Глава 3	1183	нему	6833	2
Глава 3	1184	деликатность	6833	1
Глава 3	1184	и	6833	191
Глава 3	1184	спускать	6833	1
Глава 3	1184	оскорбления	6833	1
Глава 3	1184	безнаказанно	6833	1
Глава 3	1185	конечно	6833	18
Глава 3	1185	чепуха	6833	3
Глава 3	1185	закричал	6833	1
Глава 3	1185	я	6833	196
Глава 3	1185	дурацкое	6833	2
Глава 3	1185	смехотворное	6833	1
Глава 3	1186	недоразумение	6833	1
Глава 3	1187	я	6833	196
Глава 3	1187	свято	6833	1
Глава 3	1187	верил	6833	1
Глава 3	1187	что	6833	138
Глава 3	1187	мои	6833	3
Глава 3	1187	объяснения	6833	1
Глава 3	1187	будут	6833	4
Глава 3	1187	иметь	6833	1
Глава 3	1187	куда	6833	2
Глава 3	1187	больший	6833	1
Глава 3	1187	успех	6833	1
Глава 3	1187	всего	6833	5
Глава 3	1188	несколько	6833	3
Глава 3	1188	слов	6833	4
Глава 3	1188	и	6833	191
Глава 3	1188	мгновенно	6833	1
Глава 3	1188	все	6833	49
Глава 3	1188	разъяснится	6833	1
Глава 3	1188	все	6833	49
Глава 3	1188	все	6833	49
Глава 3	1188	поймут	6833	1
Глава 3	1188	начнут	6833	1
Глава 3	1188	весело	6833	1
Глава 3	1189	хохотать	6833	1
Глава 3	1189	хлопать	6833	1
Глава 3	1189	друг	6833	5
Глава 3	1189	друга	6833	3
Глава 3	1189	по	6833	26
Глава 3	1189	плечу	6833	1
Глава 3	1189	приносить	6833	1
Глава 3	1189	извинения	6833	1
Глава 3	1189	но	6833	38
Глава 3	1189	старого	6833	1
Глава 3	1189	хрыча	6833	1
Глава 3	1190	бассета	6833	5
Глава 3	1190	не	6833	152
Глава 3	1190	так	6833	35
Глава 3	1190	то	6833	34
Глава 3	1190	легко	6833	2
Глава 3	1190	пронять	6833	1
Глава 3	1190	он	6833	118
Глава 3	1190	недоверчив	6833	1
Глава 3	1190	как	6833	73
Глава 3	1190	все	6833	49
Глава 3	1190	мировые	6833	1
Глава 3	1190	судьи	6833	2
Глава 3	1190	при	6833	4
Глава 3	1191	полицейских	6833	1
Глава 3	1191	судах	6833	1
Глава 3	1191	душа	6833	2
Глава 3	1191	мирового	6833	1
Глава 3	1191	судьи	6833	2
Глава 3	1191	что	6833	138
Глава 3	1191	кривое	6833	1
Глава 3	1191	зеркало	6833	1
Глава 3	1191	старик	6833	6
Глава 3	1191	то	6833	34
Глава 3	1191	и	6833	191
Глава 3	1191	дело	6833	8
Глава 3	1192	прерывал	6833	1
Глава 3	1192	меня	6833	70
Глава 3	1192	задавал	6833	2
Глава 3	1192	вопросы	6833	2
Глава 3	1192	хитро	6833	1
Глава 3	1192	щурился	6833	1
Глава 3	1192	вы	6833	64
Глава 3	1192	конечно	6833	18
Глава 3	1192	догадываетесь	6833	1
Глава 3	1193	что	6833	138
Глава 3	1193	это	6833	44
Глава 3	1193	были	6833	4
Глава 3	1193	за	6833	22
Глава 3	1193	вопросы	6833	2
Глава 3	1193	все	6833	49
Глава 3	1193	они	6833	9
Глава 3	1193	начинались	6833	1
Глава 3	1193	с	6833	65
Глава 3	1193	минуту	6833	4
Глава 3	1193	минуту	6833	4
Глава 3	1193	вы	6833	64
Глава 3	1194	утверждаете	6833	3
Глава 3	1194	что	6833	138
Глава 3	1194	и	6833	191
Глава 3	1194	вы	6833	64
Глава 3	1194	хотите	6833	2
Глава 3	1194	чтобы	6833	13
Глава 3	1194	мы	6833	18
Глава 3	1194	поверили	6833	3
Глава 3	1194	ужасно	6833	2
Глава 3	1195	оскорбительно	6833	2
Глава 3	1196	и	6833	191
Глава 3	1196	все	6833	49
Глава 3	1196	же	6833	31
Глава 3	1196	после	6833	9
Глава 3	1196	нескончаемых	6833	1
Глава 3	1196	изнурительных	6833	1
Глава 3	1196	препирательств	6833	1
Глава 3	1196	мне	6833	51
Глава 3	1196	удалось	6833	1
Глава 3	1197	втолковать	6833	1
Глава 3	1197	идиоту	6833	1
Глава 3	1197	как	6833	73
Глава 3	1197	именно	6833	10
Глава 3	1197	обстояло	6833	1
Глава 3	1197	дело	6833	8
Глава 3	1197	с	6833	65
Глава 3	1197	зонтиком	6833	1
Глава 3	1197	и	6833	191
Глава 3	1197	он	6833	118
Глава 3	1197	согласился	6833	1
Глава 3	1198	что	6833	138
Глава 3	1198	возможно	6833	4
Глава 3	1198	был	6833	15
Глава 3	1198	несправедлив	6833	1
Глава 3	1198	ко	6833	3
Глава 3	1198	мне	6833	51
Глава 3	1199	ну	6833	22
Глава 3	1199	а	6833	56
Глава 3	1199	сумочки	6833	3
Глава 3	1200	никаких	6833	1
Глава 3	1200	сумочек	6833	2
Глава 3	1200	никогда	6833	5
Глава 3	1200	не	6833	152
Глава 3	1200	было	6833	11
Глава 3	1201	но	6833	38
Глава 3	1201	я	6833	196
Глава 3	1201	же	6833	31
Глава 3	1201	приговорил	6833	1
Глава 3	1201	вас	6833	13
Глава 3	1201	за	6833	22
Глава 3	1201	что	6833	138
Глава 3	1201	то	6833	34
Глава 3	1201	на	6833	90
Глава 3	1201	бошер	6833	2
Глава 3	1201	стрит	6833	4
Глава 3	1202	как	6833	73
Глава 3	1202	сейчас	6833	13
Глава 3	1202	помню	6833	4
Глава 3	1202	эту	6833	2
Глава 3	1202	сцену	6833	3
Глава 3	1203	я	6833	196
Глава 3	1203	стащил	6833	2
Глава 3	1203	каску	6833	2
Глава 3	1203	у	6833	45
Глава 3	1203	полицейского	6833	2
Глава 3	1204	это	6833	44
Глава 3	1204	такое	6833	6
Глава 3	1204	же	6833	31
Глава 3	1204	тяжкое	6833	1
Глава 3	1204	преступление	6833	1
Глава 3	1204	как	6833	73
Глава 3	1204	кража	6833	1
Глава 3	1204	сумочек	6833	2
Глава 3	1205	тут	6833	11
Глава 3	1205	неожиданно	6833	1
Глава 3	1205	вмешался	6833	1
Глава 3	1205	родерик	6833	10
Глава 3	1205	спод	6833	23
Глава 3	1205	все	6833	49
Глава 3	1205	время	6833	8
Глава 3	1205	пока	6833	2
Глава 3	1205	происходило	6833	1
Глава 3	1205	это	6833	44
Глава 3	1206	судилище	6833	2
Глава 3	1206	да	6833	26
Глава 3	1206	пропади	6833	1
Глава 3	1206	оно	6833	3
Глава 3	1206	пропадом	6833	1
Глава 3	1206	судилище	6833	2
Глава 3	1206	столь	6833	5
Глава 3	1206	же	6833	31
Глава 3	1206	позорное	6833	1
Глава 3	1206	как	6833	73
Глава 3	1206	суд	6833	1
Глава 3	1207	над	6833	3
Глава 3	1207	мэри	6833	1
Глава 3	1207	дугган	6833	1
Глава 3	1207	он	6833	118
Глава 3	1207	стоял	6833	2
Глава 3	1207	задумчиво	6833	1
Глава 3	1207	посасывая	6833	1
Глава 3	1207	дуло	6833	1
Глава 3	1207	своего	6833	3
Глава 3	1207	дробовика	6833	1
Глава 3	1207	и	6833	191
Глава 3	1208	лицо	6833	1
Глава 3	1208	его	6833	56
Глава 3	1208	яснее	6833	1
Глава 3	1208	слов	6833	4
Глава 3	1208	говорило	6833	1
Глава 3	1208	ври	6833	2
Глава 3	1208	ври	6833	2
Глава 3	1208	больше	6833	4
Глава 3	1208	так	6833	35
Глава 3	1208	мы	6833	18
Глава 3	1208	тебе	6833	8
Глава 3	1208	и	6833	191
Глава 3	1208	поверили	6833	3
Глава 3	1208	но	6833	38
Глава 3	1209	вдруг	6833	4
Глава 3	1209	в	6833	171
Глава 3	1209	его	6833	56
Глава 3	1209	каменном	6833	1
Глава 3	1209	лице	6833	1
Глава 3	1209	мелькнуло	6833	1
Глава 3	1209	что	6833	138
Глава 3	1209	то	6833	34
Глава 3	1209	человеческое	6833	1
Глава 3	1210	нет	6833	25
Глава 3	1210	произнес	6833	5
Глава 3	1210	он	6833	118
Глава 3	1210	по	6833	26
Глава 3	1210	моему	6833	1
Глава 3	1210	вы	6833	64
Глава 3	1210	перегибаете	6833	1
Глава 3	1210	палку	6833	2
Глава 3	1210	я	6833	196
Глава 3	1210	сам	6833	8
Глава 3	1210	когда	6833	29
Глава 3	1211	учился	6833	1
Глава 3	1211	в	6833	171
Глава 3	1211	оксфорде	6833	1
Глава 3	1211	стащил	6833	2
Глава 3	1211	однажды	6833	4
Глава 3	1211	у	6833	45
Глава 3	1211	полицейского	6833	2
Глава 3	1211	каску	6833	2
Глава 3	1212	вот	6833	21
Глава 3	1212	это	6833	44
Глава 3	1212	номер	6833	1
Глава 3	1212	при	6833	4
Глава 3	1212	тех	6833	3
Глава 3	1212	отношениях	6833	1
Глава 3	1212	что	6833	138
Глава 3	1212	сложились	6833	1
Глава 3	1212	у	6833	45
Глава 3	1212	меня	6833	70
Глава 3	1212	с	6833	65
Глава 3	1212	этим	6833	5
Глава 3	1213	субъектом	6833	2
Глава 3	1213	я	6833	196
Глава 3	1213	меньше	6833	4
Глава 3	1213	всего	6833	5
Глава 3	1213	мог	6833	9
Глава 3	1213	предположить	6833	1
Глава 3	1213	что	6833	138
Глава 3	1213	и	6833	191
Глава 3	1213	он	6833	118
Глава 3	1213	так	6833	35
Глава 3	1213	сказать	6833	7
Глава 3	1213	некогда	6833	1
Глава 3	1214	жил	6833	2
Глава 3	1214	в	6833	171
Глава 3	1214	аркадии	6833	1
Глава 3	1214	счастливой	6833	1
Глава 3	1214	это	6833	44
Глава 3	1214	лишний	6833	2
Глава 3	1214	раз	6833	9
Глава 3	1214	подтверждает	6833	1
Глава 3	1214	мысль	6833	4
Глава 3	1214	которую	6833	3
Глава 3	1214	я	6833	196
Глава 3	1214	люблю	6833	3
Глава 3	1215	повторять	6833	1
Глава 3	1215	даже	6833	8
Глава 3	1215	в	6833	171
Глава 3	1215	самых	6833	1
Глава 3	1215	худших	6833	1
Глава 3	1215	из	6833	25
Глава 3	1215	нас	6833	7
Глава 3	1215	есть	6833	8
Глава 3	1215	крупица	6833	1
Глава 3	1215	добра	6833	1
Глава 3	1216	старик	6833	6
Глава 3	1216	бассет	6833	27
Глава 3	1216	был	6833	15
Глава 3	1216	явно	6833	1
Глава 3	1216	обескуражен	6833	2
Глава 3	1216	однако	6833	6
Глава 3	1216	тут	6833	11
Глава 3	1216	же	6833	31
Глава 3	1216	снова	6833	5
Глава 3	1216	ринулся	6833	1
Глава 3	1216	в	6833	171
Глава 3	1216	бой	6833	1
Глава 3	1217	ладно	6833	4
Глава 3	1217	а	6833	56
Глава 3	1217	как	6833	73
Глава 3	1217	вы	6833	64
Глава 3	1217	объясните	6833	2
Глава 3	1217	эпизод	6833	1
Глава 3	1217	в	6833	171
Глава 3	1217	антикварной	6833	3
Глава 3	1217	лавке	6833	3
Глава 3	1217	а	6833	56
Глава 3	1217	разве	6833	1
Глава 3	1217	мы	6833	18
Глава 3	1217	не	6833	152
Глава 3	1218	поймали	6833	3
Глава 3	1218	его	6833	56
Глава 3	1218	в	6833	171
Глава 3	1218	ту	6833	1
Глава 3	1218	самую	6833	2
Глава 3	1218	минуту	6833	4
Глава 3	1218	когда	6833	29
Глава 3	1218	он	6833	118
Глава 3	1218	убегал	6833	1
Глава 3	1218	с	6833	65
Глава 3	1218	моей	6833	4
Глава 3	1218	серебряной	6833	2
Глава 3	1218	коровой	6833	3
Глава 3	1219	что	6833	138
Глава 3	1219	он	6833	118
Глава 3	1219	на	6833	90
Глава 3	1219	это	6833	44
Глава 3	1219	скажет	6833	1
Глава 3	1220	спод	6833	23
Глава 3	1220	видимо	6833	3
Глава 3	1220	понял	6833	5
Глава 3	1220	всю	6833	3
Глава 3	1220	серьезность	6833	1
Глава 3	1220	обвинения	6833	1
Глава 3	1220	он	6833	118
Глава 3	1220	снова	6833	5
Глава 3	1220	отлепил	6833	1
Глава 3	1220	губы	6833	3
Глава 3	1220	от	6833	24
Глава 3	1221	дула	6833	1
Глава 3	1221	и	6833	191
Глава 3	1221	кивнул	6833	2
Глава 3	1222	приказчик	6833	1
Глава 3	1222	дал	6833	2
Глава 3	1222	мне	6833	51
Глава 3	1222	ее	6833	21
Глава 3	1222	чтобы	6833	13
Глава 3	1222	я	6833	196
Глава 3	1222	получше	6833	1
Глава 3	1222	рассмотрел	6833	1
Глава 3	1222	коротко	6833	1
Глава 3	1223	объяснил	6833	2
Глава 3	1223	я	6833	196
Глава 3	1223	посоветовал	6833	2
Глава 3	1223	вынести	6833	2
Глава 3	1223	на	6833	90
Глава 3	1223	улицу	6833	1
Глава 3	1223	там	6833	6
Глава 3	1223	светлее	6833	1
Глава 3	1224	вы	6833	64
Глава 3	1224	неслись	6833	1
Глава 3	1224	как	6833	73
Глава 3	1224	ошпаренный	6833	1
Глава 3	1225	я	6833	196
Глава 3	1225	споткнулся	6833	1
Глава 3	1225	наступил	6833	1
Глава 3	1225	на	6833	90
Глава 3	1225	кота	6833	5
Глава 3	1226	на	6833	90
Глава 3	1226	какого	6833	2
Глава 3	1226	кота	6833	5
Глава 3	1227	видимо	6833	3
Глава 3	1227	среди	6833	6
Глава 3	1227	обслуживающего	6833	1
Глава 3	1227	персонала	6833	1
Глава 3	1227	этого	6833	11
Глава 3	1227	салона	6833	1
Глава 3	1227	есть	6833	8
Глава 3	1227	кот	6833	2
Глава 3	1228	хм	6833	2
Глава 3	1228	не	6833	152
Глава 3	1228	видел	6833	3
Глава 3	1228	никакого	6833	3
Глава 3	1228	кота	6833	5
Глава 3	1228	а	6833	56
Глава 3	1228	вы	6833	64
Глава 3	1228	родерик	6833	10
Глава 3	1228	видели	6833	1
Глава 3	1229	нет	6833	25
Глава 3	1229	котов	6833	1
Глава 3	1229	там	6833	6
Глава 3	1229	не	6833	152
Глава 3	1229	было	6833	11
Глава 3	1230	ха	6833	3
Глава 3	1230	ладно	6833	4
Глава 3	1230	оставим	6833	2
Глава 3	1230	кота	6833	5
Глава 3	1230	в	6833	171
Глава 3	1230	стороне	6833	3
Глава 3	1231	в	6833	171
Глава 3	1231	стороне	6833	3
Глава 3	1231	кот	6833	2
Глава 3	1231	сам	6833	8
Глава 3	1231	не	6833	152
Глава 3	1231	пожелал	6833	1
Глава 3	1231	остаться	6833	2
Глава 3	1231	удачно	6833	1
Глава 3	1231	ввернул	6833	1
Глава 3	1231	я	6833	196
Глава 3	1231	со	6833	12
Глава 3	1232	свойственным	6833	1
Глава 3	1232	мне	6833	51
Глава 3	1232	блестящим	6833	1
Глава 3	1232	чувством	6833	1
Глава 3	1232	юмора	6833	1
Глава 3	1233	кота	6833	5
Глава 3	1233	оставим	6833	2
Глава 3	1233	в	6833	171
Глава 3	1233	стороне	6833	3
Глава 3	1233	упрямо	6833	1
Глава 3	1233	повторил	6833	2
Глава 3	1233	бассет	6833	27
Глава 3	1233	игнорируя	6833	1
Глава 3	1233	мою	6833	3
Глава 3	1234	шутку	6833	1
Глава 3	1234	будто	6833	8
Глава 3	1234	и	6833	191
Глава 3	1234	не	6833	152
Глава 3	1234	слышал	6833	2
Глава 3	1234	и	6833	191
Глава 3	1234	перейдем	6833	2
Глава 3	1234	к	6833	33
Глава 3	1234	следующему	6833	1
Глава 3	1234	пункту	6833	1
Глава 3	1234	что	6833	138
Глава 3	1234	вы	6833	64
Глава 3	1234	делали	6833	1
Глава 3	1234	с	6833	65
Глава 3	1235	серебряной	6833	2
Глава 3	1235	коровой	6833	3
Глава 3	1235	вы	6833	64
Глава 3	1235	утверждаете	6833	3
Глава 3	1235	что	6833	138
Глава 3	1235	рассматривали	6833	1
Глава 3	1235	ее	6833	21
Глава 3	1235	хотите	6833	2
Глава 3	1235	чтобы	6833	13
Глава 3	1235	мы	6833	18
Глава 3	1236	поверили	6833	3
Глава 3	1236	будто	6833	8
Глава 3	1236	вы	6833	64
Глава 3	1236	любовались	6833	1
Глава 3	1236	этим	6833	5
Глава 3	1236	произведением	6833	1
Глава 3	1236	искусства	6833	1
Глава 3	1236	без	6833	4
Глава 3	1236	всякой	6833	2
Глава 3	1237	корыстной	6833	1
Глава 3	1237	цели	6833	1
Глава 3	1237	откуда	6833	2
Глава 3	1237	этот	6833	10
Глава 3	1237	интерес	6833	1
Глава 3	1237	каковы	6833	1
Глава 3	1237	были	6833	4
Глава 3	1237	ваши	6833	1
Глава 3	1237	мотивы	6833	1
Глава 3	1237	чем	6833	15
Глава 3	1237	может	6833	7
Глава 3	1238	заинтересовать	6833	1
Глава 3	1238	подобное	6833	1
Глава 3	1238	изделие	6833	1
Глава 3	1238	такого	6833	6
Глава 3	1238	человека	6833	3
Глава 3	1238	как	6833	73
Глава 3	1238	вы	6833	64
Глава 3	1239	вот	6833	21
Глава 3	1239	именно	6833	10
Глава 3	1239	произнес	6833	5
Глава 3	1239	спод	6833	23
Глава 3	1239	именно	6833	10
Глава 3	1239	этот	6833	10
Глава 3	1239	вопрос	6833	2
Глава 3	1239	хотел	6833	3
Глава 3	1239	задать	6833	1
Глава 3	1239	и	6833	191
Глава 3	1240	я	6833	196
Глава 3	1241	ну	6833	22
Глава 3	1241	зачем	6833	7
Глава 3	1241	он	6833	118
Глава 3	1241	подлил	6833	1
Глава 3	1241	масла	6833	1
Глава 3	1241	в	6833	171
Глава 3	1241	огонь	6833	1
Глава 3	1241	старый	6833	3
Глава 3	1241	хрыч	6833	2
Глава 3	1241	бассет	6833	27
Глава 3	1241	только	6833	23
Глава 3	1241	и	6833	191
Глава 3	1241	ждал	6833	1
Глава 3	1242	поддержки	6833	1
Глава 3	1242	он	6833	118
Глава 3	1242	до	6833	11
Глава 3	1242	того	6833	4
Глава 3	1242	взыграл	6833	1
Глава 3	1242	что	6833	138
Глава 3	1242	и	6833	191
Глава 3	1242	впрямь	6833	1
Глава 3	1242	поверил	6833	2
Глава 3	1242	будто	6833	8
Глава 3	1242	по	6833	26
Глава 3	1242	прежнему	6833	3
Глава 3	1243	заседает	6833	1
Глава 3	1243	в	6833	171
Глава 3	1243	полицейском	6833	2
Глава 3	1243	суде	6833	2
Глава 3	1243	провалиться	6833	3
Глава 3	1243	бы	6833	33
Глава 3	1243	ему	6833	19
Глава 3	1243	в	6833	171
Глава 3	1243	тартарары	6833	1
Глава 3	1244	вы	6833	64
Глава 3	1244	утверждаете	6833	3
Глава 3	1244	что	6833	138
Глава 3	1244	корову	6833	4
Глава 3	1244	дал	6833	2
Глава 3	1244	вам	6833	12
Глава 3	1244	владелец	6833	1
Глава 3	1244	магазина	6833	1
Глава 3	1244	а	6833	56
Глава 3	1244	я	6833	196
Глава 3	1244	обвиняю	6833	1
Глава 3	1245	вас	6833	13
Глава 3	1245	в	6833	171
Глава 3	1245	том	6833	6
Глава 3	1245	что	6833	138
Глава 3	1245	вы	6833	64
Глава 3	1245	украли	6833	1
Глава 3	1245	корову	6833	4
Глава 3	1245	и	6833	191
Глава 3	1245	пытались	6833	1
Глава 3	1245	с	6833	65
Глава 3	1245	ней	6833	4
Глава 3	1245	скрыться	6833	1
Глава 3	1245	и	6833	191
Глава 3	1245	вот	6833	21
Глава 3	1245	теперь	6833	8
Глава 3	1246	мистер	6833	2
Глава 3	1246	спод	6833	23
Глава 3	1246	застает	6833	1
Глава 3	1246	вас	6833	13
Глава 3	1246	здесь	6833	6
Глава 3	1246	с	6833	65
Глава 3	1246	коровой	6833	3
